Año	Municipio código	Municipio nombre	Rústico, año última renovación	Rústico, parcelas	Rústico, subparcelas	Rústico, superficie	Rústico, valor catastral
2006	44251	Villafranca del Campo	1992	3135	3365	6760,92	3691,16
2006	44252	Villahermosa del Campo	2004	1364	1690	1916,42	685,52
2006	44256	Villanueva del Rebollar de la Sierra	2006	1647	3067	1889,1	545,15
2006	44257	Villar del Cobo		3417	4771	5367,47	1224,16
2006	44258	Villar del Salz	2001	2384	2817	3914,73	389,11
2006	44260	Villarluengo	2004	3308	7314	15785,63	2042,4
2006	44261	Villarquemado	1992	3000	4002	5582,31	5058,88
2006	44262	Villarroya de los Pinares	2006	1384	2982	6611,83	857,82
2006	44263	Villastar		7052	7572	3817,1	1190,52
2006	44264	Villel		8120	9394	8250,21	1548,98
2006	44265	Vinaceite	2003	2678	3563	5079,57	2562,44
2006	44266	Visiedo	2001	4029	4615	5601,07	1312,09
2006	44267	Vivel del Río Martín	2006	6851	9552	5173,27	942,02
2006	44268	Zoma (La)		1171	1598	1320,48	154,96
2006	50001	Abanto	1999	3261	4252	6388,61	1040,46
2006	50002	Acered	1999	2271	3161	3051,14	839,74
2006	50003	Agón	1994	2050	2184	1870,28	1464,4
2006	50004	Aguarón	2001	3347	4018	3678,39	1852,54
2006	50005	Aguilón	1998	3115	3850	5973,06	1432,41
2006	50006	Ainzón	1994	4808	5809	4058,96	2054,63
2006	50007	Aladrén	2001	2016	2367	2096,06	223,06
2006	50008	Alagón	1992	2591	2802	2408,6	8416,86
2006	50009	Alarba	2002	2004	2599	1889,28	634,4
2006	50010	Alberite de San Juan	1994	1920	2091	1111,58	529,27
2006	50011	Albeta	1994	815	970	268,75	176,25
2006	50012	Alborge	2001	565	650	523,69	618,7
2006	50013	Alcalá de Ebro	1992	1532	1568	975,77	2967,9
2006	50014	Alcalá de Moncayo	1993	3305	3800	1364,11	686,31
2006	50015	Alconchel de Ariza	1994	1688	2598	3541,1	843,02
2006	50016	Aldehuela de Liestos	2005	3968	5238	3783,24	584,7
2006	50017	Alfajarín	1992	2152	4017	13780,22	6459,14
2006	50018	Alfamén	1994	4327	5853	10199,59	14246,16
2006	50019	Alforque	2001	875	1088	1133,5	723,39
2006	50020	Alhama de Aragón	1993	2657	3315	3116,33	1041,46
2006	50021	Almochuel	2002	2186	2795	3182,03	913,08
2006	50022	Almolda (La)		4504	6782	13061,14	3562,23
2006	50023	Almonacid de la Cuba	2001	6713	7453	5538,67	2101,91
2006	50024	Almonacid de la Sierra	1994	4743	6064	5430,38	8376,21
2006	50025	Almunia de Doña Godina (La)	1994	5136	6550	5659,87	19284,78
2006	50026	Alpartir	1994	3374	3725	3283,91	909,94
2006	50027	Ambel	1994	6399	7326	6114,45	1373,58
2006	50028	Anento		2596	3073	2131,41	851,2
2006	50029	Aniñón	2002	4641	5792	5260,93	1684,78
2006	50030	Añón de Moncayo	1993	5603	6605	6458,25	965,19
2006	50031	Aranda de Moncayo	1993	4624	5744	9081,8	1592,98
2006	50032	Arándiga	2001	4701	5811	4932,32	1809,61
2006	50033	Ardisa	2002	825	1780	2722,76	736,83
2006	50034	Ariza	1993	9356	13055	10333,88	2936,45
2006	50035	Artieda	1999	614	776	1320,35	577,51
2006	50036	Asín	2002	868	1748	1868,84	641,09
2006	50037	Atea	2004	2739	3840	3409,69	1018,66
2006	50038	Ateca	1993	5110	7288	8478,74	3367,09
2006	50039	Azuara	2002	8416	10944	16509,11	5662,48
2006	50040	Badules	2005	1364	1772	1982,13	726,35
2006	50041	Bagüés	2002	903	1403	3072,44	344,01
2006	50042	Balconchán	2005	1171	1606	1931,13	295,21
2006	50043	Bárboles	1994	1676	1865	1561,13	4363
2006	50044	Bardallur	1993	2611	2808	2717,3	2293,81
2006	50045	Belchite	2005	11528	16387	27551,14	9884,34
2006	50046	Belmonte de Gracián	2002	3489	3985	4280,69	1395,43
2006	50047	Berdejo	1993	1743	2018	2027,07	221,02
2006	50048	Berrueco	2004	1029	1255	1983,64	284,79
2006	50050	Bijuesca	1993	5112	6164	5689,16	1091,01
2006	50051	Biota	2003	9149	11161	12865,14	10385,44
2006	50052	Bisimbre	1994	1355	1472	1086,69	937,03
2006	50053	Boquiñeni	1992	4048	4229	1891,75	3702,41
2006	50054	Bordalba	1993	5076	5668	4179,84	832,3
2006	50055	Borja	1994	11827	14620	10676,91	6851,27
2006	50056	Botorrita	1995	1416	1929	2000,44	1495,18
2006	50057	Brea de Aragón	2002	1690	2099	1349,1	336,54
2006	50058	Bubierca	1993	1419	1679	2912,34	895,74
2006	50059	Bujaraloz	2004	2215	3017	12094,99	7096,31
2006	50060	Bulbuente	1994	4469	5162	2538,19	1075,25
2006	50061	Bureta	1994	3307	3541	1196,21	672,46
2006	50062	Burgo de Ebro (El)	2006	3378	4453	2281	5252,84
2006	50063	Buste (El)	1993	1806	2092	760,92	146,07
2006	50064	Cabañas de Ebro	1992	1782	1928	897,51	2774,49
2006	50065	Cabolafuente	1993	7527	9812	3890,79	897,52
2006	50066	Cadrete	2006	1441	2266	914	928,48
2006	50067	Calatayud	1998	10238	14919	15509,54	8484,59
2006	50068	Calatorao	2006	4931	6098	4834,41	11851,05
2006	50069	Calcena	1992	3865	4264	6462,24	238,32
2006	50070	Calmarza	1992	1988	2860	2895,44	529,36
2006	50071	Campillo de Aragón	2005	2756	3543	3638,54	799,12
2006	50072	Carenas	2005	2220	2827	3133,73	592,72
2006	50073	Cariñena	1995	5500	6119	8214,91	9110,4
2006	50074	Caspe	2004	30537	52569	50528,05	32806,36
2006	50075	Castejón de Alarba	2005	1684	2178	1742,18	456,48
2006	50076	Castejón de las Armas	2005	2021	2422	1637,91	574,06
2006	50077	Castejón de Valdejasa	1995	1768	3928	10946,67	3174,71
2006	50078	Castiliscar	2003	3073	4114	4025,59	4217,79
2006	50079	Cervera de la Cañada	1993	3493	4318	2956,89	1458,37
2006	50080	Cerveruela	1994	2263	2310	2335,17	258,21
2006	50081	Cetina	1993	11344	13762	7948,92	2701,74
2006	50082	Cimballa	1993	2085	2442	3231,84	757,2
2006	50083	Cinco Olivas	2001	575	617	221,07	429,04
2006	50084	Clarés de Ribota	1993	2976	3525	1889,17	457,06
2006	50085	Codo	2005	2484	3012	1146,59	789,19
2006	50086	Codos	2002	5803	6522	6255,96	1207,97
2006	50087	Contamina	1993	2266	2909	1396,22	679,24
2006	50088	Cosuenda	2001	2919	3575	3162,67	1236,06
2006	50089	Cuarte de Huerva	2006	328	518	377	394,83
2006	50090	Cubel	2004	2688	5012	5825,78	1321,21
2006	50091	Cuerlas (Las)	2004	2716	3735	3250,53	966,79
2006	50092	Chiprana	2003	1650	2328	3837,94	5733,79
2006	50093	Chodes	1994	2256	2595	1592,87	1158,79
2006	50094	Daroca	2005	5542	7889	5168,5	3758,1
2006	50095	Ejea de los Caballeros	2006	20331	33183	61368,67	92433,78
2006	50096	Embid de Ariza	1993	4583	5454	4082,68	889,29
2006	50098	Encinacorba	1999	4047	4937	3699,33	807,44
2006	50099	Épila	2004	10671	13410	19428,45	20692,68
2006	50100	Erla	1995	949	1278	1951,64	2564,51
2006	50101	Escatrón	2004	5048	6802	9508,37	2719,42
2006	50102	Fabara	2005	8647	12292	10155,02	4577,67
2006	50104	Farlete	2005	3869	6215	10410,45	2658,9
2006	50105	Fayón	2005	2567	4797	6709,8	802,67
2006	50106	Fayos (Los)	1992	643	743	347,87	199,12
2006	50107	Figueruelas	1992	2609	2739	1652,56	4017,01
2006	50108	Fombuena	2006	1657	1944	2627,56	193,5
2006	50109	Frago (El)	2002	912	1686	3429,71	551,48
2006	50110	Frasno (El)	2002	5803	7052	4850,54	1239,37
2006	50111	Fréscano	1994	2219	2342	1867,52	2181,81
2006	50113	Fuendejalón	1998	7963	9031	7662,32	3438,06
2006	50114	Fuendetodos	2001	2903	3923	6165,95	1152,19
2006	50115	Fuentes de Ebro	1992	8923	11293	14413,99	9862,45
2006	50116	Fuentes de Jiloca	2002	1745	2124	2753,23	1537,12
2006	50117	Gallocanta	2004	2270	2641	2949,07	612,52
2006	50118	Gallur	1992	3252	3657	4212,04	8907,18
2006	50119	Gelsa	2004	4003	5582	7237,34	6236,92
2006	50120	Godojos	1992	1693	2413	1655,12	335,7
2006	50121	Gotor	2002	3750	4134	1556,74	670,86
2006	50122	Grisel	1992	2418	2871	1453,11	815,02
2006	50123	Grisén	1992	884	919	450,56	1928,68
2006	50124	Herrera de los Navarros	1998	6690	8026	10483,39	3043,75
2006	50125	Ibdes	1993	4998	5897	5572,21	2298,57
2006	50126	Illueca	2002	3537	4178	2515,05	688,98
2006	50128	Isuerre	2002	941	1598	2030,51	454,41
2006	50129	Jaraba	1992	3159	3851	4233,08	985,87
2006	50130	Jarque	2002	5278	6393	4362,23	1380,55
2006	50131	Jaulín	2001	1941	3148	4622,68	1322,57
2006	50132	Joyosa (La)	1992	502	388	663,43	1781,58
2006	50133	Lagata	2001	3069	3277	2341,55	911,31
2006	50134	Langa del Castillo	2005	3265	4507	5094,91	1526,78
2006	50135	Layana	1999	615	763	378,05	562,74
2006	50136	Lécera	2001	7570	9406	10935,06	2795,67
2006	50137	Leciñena	2006	7352	11726	17851,85	5440,57
2006	50138	Lechón	2006	994	1545	1744,56	843,76
2006	50139	Letux	2001	5028	5250	2979,5	1629,25
2006	50140	Litago	1992	4425	5250	1553,04	780,86
2006	50141	Lituénigo	1992	3217	3445	1188,35	337,2
2006	50142	Lobera de Onsella	2002	2522	3266	3180,76	372,27
2006	50143	Longares	1995	3542	4006	4631,45	2939,7
2006	50144	Longás	2002	998	1228	4870,57	510,73
2006	50146	Lucena de Jalón	2006	891	1136	1045,07	3755,14
2006	50147	Luceni	1992	2982	3248	2606,51	5375,95
2006	50148	Luesia	2002	2183	5534	12604,88	2723,45
2006	50149	Luesma	2001	2761	3412	2933,48	329,84
2006	50150	Lumpiaque	2006	3948	4792	2955,6	1690,82
2006	50151	Luna	2002	7991	15577	30676,8	20026,49
2006	50152	Maella	2005	13233	19075	17528,49	7660,01
2006	50153	Magallón	1994	7514	8309	7864,64	4007,63
2006	50154	Mainar		3036	4006	3225,74	1189,22
2006	50155	Malanquilla	1993	2049	2300	3620,74	611,58
2006	50156	Maleján	1994	30	40	7,11	5,24
2006	50157	Malón	1992	2174	2323	575,07	1121,4
2006	50159	Maluenda	2001	4248	5527	4045,95	2549,57
2006	50160	Mallén	1992	5010	5305	3733,59	7709,85
2006	50161	Manchones	2006	2346	3286	2620,72	933,77
2006	50162	Mara	2001	2748	3361	2059,72	1263,24
2006	50163	María de Huerva	2002	3730	5239	10802,31	2460,88
2006	50164	Mediana de Aragón	1992	3920	4958	9143,22	2067,59
2006	50165	Mequinenza		8980	17304	28354,46	6719,32
2006	50166	Mesones de Isuela	2001	2948	4192	4862,31	1206,23
2006	50167	Mezalocha	2001	3067	3783	6081,47	2065,24
2006	50168	Mianos	2001	957	1277	1518,21	503,24
2006	50169	Miedes de Aragón	2001	3510	5409	5557,73	1980,28
2006	50170	Monegrillo	2003	2791	8850	18312,28	6713,38
2006	50171	Moneva	2004	4304	5582	6111,39	984,2
2006	50172	Monreal de Ariza	1993	5607	8280	6207,12	3014,8
2006	50173	Monterde	1993	2780	3610	5610,31	1860,71
2006	50174	Montón	2001	1951	2398	1725,81	1090
2006	50175	Morata de Jalón	2006	6519	8018	4637,18	1709,63
2006	50176	Morata de Jiloca	2005	1826	2814	2324,76	1485
2006	50177	Morés	2002	3185	3497	2138,91	884,6
2006	50178	Moros	1993	5550	6909	5345,55	3869,18
2006	50179	Moyuela	2001	6471	7519	4296,65	1375,06
2006	50180	Mozota	1995	1117	1530	857,82	508,72
2006	50181	Muel	1999	3755	5346	7911,39	3182,21
2006	50182	Muela (La)	1995	4938	8235	14715,16	3699,02
2006	50183	Munébrega	2001	4115	5755	4131,81	1552,08
2006	50184	Murero	2006	2070	2731	1816,41	619,23
2006	50185	Murillo de Gállego	2001	1990	3127	5494,77	756,81
2006	50186	Navardún	2001	830	1431	2426,36	824,17
2006	50187	Nigüella	2001	1491	2299	3069,04	696,67
2006	50188	Nombrevilla	2006	795	1432	1763,68	342,99
2006	50189	Nonaspe	2005	7252	10022	11082,68	3291,79
2006	50190	Novallas	1992	3782	4033	1159,04	2751,62
2006	50191	Novillas	1992	3704	3862	2552,24	9138,08
2006	50192	Nuévalos	1992	1355	1823	4156,53	709,91
2006	50193	Nuez de Ebro	1992	851	985	783,41	2254,83
2006	50194	Olvés	2002	2432	2879	2045,87	482,62
2006	50195	Orcajo		1971	2342	2693,7	385,03
2006	50196	Orera	2001	1655	1986	1971,57	462,7
2006	50197	Orés	2002	1845	3263	5112,99	1003,22
2006	50198	Oseja	1994	1054	1226	1262,2	103,67
2006	50199	Osera de Ebro	1992	1084	1446	2436,31	5306,97
2006	50200	Paniza	1998	4760	5711	4707,25	1536,66
2006	50201	Paracuellos de Jiloca	2001	3451	4438	3163,27	1992,28
2006	50202	Paracuellos de la Ribera	2002	2072	2510	1526,16	961,95
2006	50203	Pastriz	1992	1106	1251	1628,77	5061,31
2006	50204	Pedrola	1993	7437	8266	11256,98	8260,12
2006	50205	Pedrosas (Las)	1995	1006	1557	1836,13	935,81
2006	50206	Perdiguera	2004	2627	5537	11085,28	3325,92
2006	50207	Piedratajada	1995	602	1343	2298,35	1305,18
2006	50208	Pina de Ebro	2004	7807	13553	30999,96	22766,46
2006	50209	Pinseque	1992	2489	2654	1521	4283,81
2006	50210	Pintanos (Los)	2002	2469	4826	7975,35	1036,44
2006	50211	Plasencia de Jalón	1994	2193	2812	3525,42	2761,61
2006	50212	Pleitas	1994	521	546	217,62	927,42
2006	50213	Plenas	2002	4650	5259	3781,19	1004,72
2006	50214	Pomer	1993	3143	3279	3309,41	250,7
2006	50215	Pozuel de Ariza	2005	2191	2808	2247,85	510,08
2006	50216	Pozuelo de Aragón	1994	4245	4629	3221,05	1123,86
2006	50217	Pradilla de Ebro	1992	1650	1969	2576,04	2541,82
2006	50218	Puebla de Albortón	2002	2867	3853	7427,6	1346,14
2006	50219	Puebla de Alfindén (La)	1992	1287	1582	1723,23	2912,69
2006	50220	Puendeluna	2001	724	1309	970,46	393,01
2006	50221	Purujosa	1992	2109	2310	3513,74	209,62
2006	50222	Quinto	1992	2804	6455	11859,32	12691,96
2006	50223	Remolinos	1992	1186	1342	1787,37	1730,52
2006	50224	Retascón		1324	1610	2512,95	1022,7
2006	50225	Ricla	2006	3314	5750	9085,62	20129,48
2006	50227	Romanos		1595	2021	1841,44	936,48
2006	50228	Rueda de Jalón		4367	5213	10565,89	7377,03
2006	50229	Ruesca	2001	771	1054	1170,83	365,46
2006	50230	Sádaba	2004	5615	8399	12954,44	19869,08
2006	50231	Salillas de Jalón	2006	410	494	227	1055,38
2006	50232	Salvatierra de Esca	2002	1864	2730	8189,01	1077,93
2006	50233	Samper del Salz	2001	1875	2424	1188,82	512,87
2006	50234	San Martín de la Virgen de Moncayo	1992	1717	1844	506,02	265,98
2006	50235	San Mateo de Gállego	1995	3966	4729	7258,5	4626,05
2006	50236	Santa Cruz de Grío	2002	3239	3778	1956,32	402,45
2006	50237	Santa Cruz de Moncayo	1992	1366	1668	381,71	415,02
2006	50238	Santa Eulalia de Gállego	2002	1329	2440	2992,53	403,94
2006	50239	Santed		1579	1842	1745,8	463,21
2006	50240	Sástago		6755	9323	30307,67	14929,16
2006	50241	Saviñán	2002	2257	2892	1549,92	1944,06
2006	50242	Sediles	2005	1643	2013	1157,92	166,78
2006	50243	Sestrica	2002	4024	4690	4020,18	708,65
2006	50244	Sierra de Luna	1995	1599	2637	4357,8	2451
2006	50245	Sigüés		2036	3790	9841,53	1474,69
2006	50246	Sisamón	1993	3727	4331	4183,96	829,62
2006	50247	Sobradiel	1992	1049	1109	1198,64	3160,74
2006	50248	Sos del Rey Católico		8642	13114	21674,97	13208,06
2006	50249	Tabuenca	1994	5759	7197	8469,07	1295,68
2006	50250	Talamantes	1993	3302	3685	4706,78	412,11
2006	50251	Tarazona	1993	18281	25091	24399,13	15923,44
2006	50252	Tauste	2004	14330	19366	40469,36	68978,13
2006	50253	Terrer	2001	3495	4105	3358,51	3516,48
2006	50254	Tierga		3002	4262	6723,53	1302
2006	50255	Tobed	2002	3159	3425	3296,2	519,1
2006	50256	Torralba de los Frailes	2004	3839	5439	5914,44	1173,92
2006	50257	Torralba de Ribota	2002	3272	3861	3277,6	982,22
2006	50258	Torralbilla		1938	2184	2592,11	1324,71
2006	50259	Torrehermosa	1999	921	1209	2164,97	458,02
2006	50260	Torrelapaja	1993	1130	1402	1479,79	191,77
2006	50261	Torrellas	1992	1170	1256	273,59	527,54
2006	50262	Torres de Berrellén		2349	2807	5173,35	7725,26
2006	50263	Torrijo de la Cañada	1993	6291	7667	7422,06	1927,96
2006	50264	Tosos	1994	2665	3594	6956,21	1742,57
2006	50265	Trasmoz	1992	3372	3644	1797,47	1130,23
2006	50266	Trasobares	1994	4069	4968	7137,17	765,87
2006	50267	Uncastillo	1999	4605	10675	23167,61	5985,88
2006	50268	Undués de Lerda	2001	1002	1861	4326,37	694,93
2006	50269	Urrea de Jalón	1994	2699	2826	2607,46	2455,79
2006	50270	Urriés	2002	1995	2993	3772,63	861,61
2006	50271	Used	2004	6034	7573	8518,17	3065,61
2006	50272	Utebo		2171	2482	1317,76	4584,92
2006	50273	Valdehorna		1044	1410	769,95	189,43
2006	50274	Val de San Martín		1470	1986	2469,6	421,8
2006	50275	Valmadrid	2002	1461	2257	5049,3	576,19
2006	50276	Valpalmas	2002	1367	3246	4078,5	1667,73
2006	50277	Valtorres	1992	432	559	334,51	66,84
2006	50278	Velilla de Ebro	1992	2703	3475	5996,59	2085,61
2006	50279	Velilla de Jiloca	2002	1111	1359	1072,83	1128,93
2006	50280	Vera de Moncayo	1993	5702	6453	2759,14	2148,08
2006	50281	Vierlas	1992	878	933	273,86	824,57
2006	50282	Vilueña (La)	1993	863	1119	864,78	453,29
2006	50283	Villadoz		886	1466	1687,01	816,81
2006	50284	Villafeliche		2253	2749	2140,99	969,63
2006	50285	Villafranca de Ebro	2004	2315	2869	6417,6	3479,31
2006	50286	Villalba de Perejil	2002	2276	2634	1363,08	698,05
2006	50287	Villalengua	1993	2652	3266	4050,56	1950,26
2006	50288	Villanueva de Gállego	1995	2500	2982	7414,21	5995,94
2006	50289	Villanueva de Jiloca		1155	1489	677,39	461,37
2006	50290	Villanueva de Huerva	1994	4109	5273	7827,37	2153,29
2006	50291	Villar de los Navarros	2001	3546	3996	4949,4	1515,58
2006	50292	Villarreal de Huerva		2432	3242	2503,7	900,04
2006	50293	Villarroya de la Sierra	1993	8110	9762	9133,77	2777,85
2006	50294	Villarroya del Campo		1689	2270	1654,82	787,58
2006	50295	Vistabella	2002	2653	3047	2214,36	213,15
2006	50296	Zaida (La)	1992	627	1043	1730,49	1180,58
2006	50297	Zaragoza	1992	27785	43824	104508,13	82133,82
2006	50298	Zuera	2004	9192	12898	33153,23	19916,76
2006	50901	Biel	2002	2118	4236	13078,97	1271,26
2006	50902	Marracos	1995	474	935	1691,3	1780,57
2007	22001	Abiego	2001	2803	3948	3854,92	1850,58
2007	22002	Abizanda	2001	1083	1649	4514,93	627,79
2007	22003	Adahuesca	2001	1100	1824	5275,53	1082
2007	22004	Agüero	2001	1854	3331	9355,95	871,17
2007	22006	Aísa	2005	1954	3478	8144,96	1505,08
2007	22007	Albalate de Cinca	2001	3060	3789	4390,53	9308,32
2007	22008	Albalatillo	2001	780	986	903,94	1371,99
2007	22009	Albelda	2004	2726	3884	5210,86	10468,34
2007	22011	Albero Alto	2001	1129	1405	1927,77	2696,29
2007	22012	Albero Bajo	2001	797	998	2207,49	2135,56
2007	22013	Alberuela de Tubo	2001	977	1198	2068,66	3285,87
2007	22014	Alcalá de Gurrea	2001	1808	3116	7180,96	5375,34
2007	22015	Alcalá del Obispo	2001	3521	4449	4782,76	3744,12
2007	22016	Alcampell	2005	3817	5348	5722,75	5162,15
2007	22017	Alcolea de Cinca	2001	2874	3685	8364,64	11703,6
2007	22018	Alcubierre	2003	3671	5591	11488,06	5002,17
2007	22019	Alerre	2001	475	593	869,68	661,98
2007	22020	Alfántega	2002	727	1056	854,55	1310,8
2007	22021	Almudévar	2001	7149	9742	19956,9	18543,85
2007	22022	Almunia de San Juan	2004	1466	2549	3538,4	2830,44
2007	22023	Almuniente	2001	2023	2284	3740,33	8318,23
2007	22024	Alquézar	2001	2016	2460	3146,11	754
2007	22025	Altorricón	2004	1367	2001	3110,4	6930,78
2007	22027	Angüés	2001	2751	4903	5628,23	2201,97
2007	22028	Ansó	2005	2017	3071	26197,71	3278,46
2007	22029	Antillón	2003	1093	1936	2224,55	1076,34
2007	22032	Aragüés del Puerto	2005	1315	2102	6430,5	1602,2
2007	22035	Arén	2001	4114	6007	11879,15	2011,1
2007	22036	Argavieso	2001	761	1137	956,68	908,68
2007	22037	Arguis	2001	1725	2590	6229,24	679,3
2007	22039	Ayerbe	2001	3739	5938	6221,38	3331,92
2007	22040	Azanuy-Alins	2002	2036	4498	5084,45	1184,43
2007	22041	Azara	2004	983	1780	1448,03	624,69
2007	22042	Azlor	2001	1171	1765	1580,65	574,71
2007	22043	Baells	2005	1997	2757	3988,14	2921,83
2007	22044	Bailo	2001	2296	5276	16401,92	3537,72
2007	22045	Baldellou	2005	1274	1827	3013,95	644,5
2007	22046	Ballobar		5607	9708	12514,07	6965,37
2007	22047	Banastás	2001	193	234	454,53	336,97
2007	22048	Barbastro	2004	5202	8879	10172,57	12824,69
2007	22049	Barbués	2001	1889	2063	1964,74	3108,32
2007	22050	Barbuñales	2001	851	1313	1892,51	633,17
2007	22051	Bárcabo	2001	2679	4611	8775,58	1283,32
2007	22052	Belver de Cinca	2001	3844	5088	8244,74	16945,44
2007	22053	Benabarre	2001	4915	8367	16033,81	4049,82
2007	22054	Benasque	2003	2065	2761	23083,44	1365,21
2007	22055	Berbegal	2005	3251	4111	4891,56	3708,78
2007	22057	Bielsa	2002	1847	2884	20115,77	3960,68
2007	22058	Bierge	2001	4262	6782	14557,9	4012,42
2007	22059	Biescas	2003	7046	9466	18674,74	4033,1
2007	22060	Binaced	2001	3569	4856	7819,92	18489,67
2007	22061	Binéfar	2001	1753	3111	2273,45	4690,6
2007	22062	Bisaurri	2005	3234	5593	6416,52	449,29
2007	22063	Biscarrués	2001	797	1700	3093,11	1639,62
2007	22064	Blecua y Torres	2001	1734	3530	3631,01	1932,37
2007	22066	Boltaña	2001	2793	5681	14021,57	2265,58
2007	22067	Bonansa	2005	1585	1982	3675,58	431,78
2007	22068	Borau	2005	1084	1782	4148,96	973
2007	22069	Broto	2003	4176	5277	12539,84	2422,19
2007	22072	Caldearenas	2001	2955	4614	19353,02	2428,79
2007	22074	Campo	2001	677	890	2287,2	706,05
2007	22075	Camporrells	2005	1349	1966	2672,33	807,89
2007	22076	Canal de Berdún	2001	4280	7108	13379,66	7454,66
2007	22077	Candasnos		3822	5888	11892,84	4176,72
2007	22078	Canfranc	2005	441	600	7011,87	1591,52
2007	22079	Capdesaso	2001	940	1328	1793,17	1747,34
2007	22080	Capella	2001	2259	3683	6004,46	1116,53
2007	22081	Casbas de Huesca	2001	4144	7217	13293,52	2921,94
2007	22082	Castejón del Puente	2003	1601	2166	2489	2922,03
2007	22083	Castejón de Monegros	2001	4106	7010	16527,45	7062,71
2007	22084	Castejón de Sos	2005	1257	1806	3071,76	617,96
2007	22085	Castelflorite	2001	1602	1959	3492,21	4358,61
2007	22086	Castiello de Jaca	2005	1341	1588	1690,62	369,18
2007	22087	Castigaleu	2001	734	1594	2697,21	593,8
2007	22088	Castillazuelo	2001	1105	1736	1511,01	609,77
2007	22089	Castillonroy	2005	1729	2590	3693,86	1382,87
2007	22090	Colungo	2001	1590	2770	4057,65	505,28
2007	22094	Chalamera	2001	1339	1495	1142,87	1899,93
2007	22095	Chía	2005	903	1188	2763,77	243,36
2007	22096	Chimillas	2001	436	534	980,4	879,69
2007	22099	Esplús	2001	1220	1892	7257,96	16574,86
